,IBGE_RES_POP,TAXES
1092,2971.433,2407.5515
1093,2093.375,630.9521
1094,2303.143,1076.9962
1095,44116.773,230759.28
1096,14098.001,13933.344
1097,6092.844,5730.4155
1098,8242.185,26101.334
1099,10516.428,22910.871
1100,41845.824,171967.16
1101,3586.3147,3869.4785
1102,8117.181,4167.3335
1103,4959.1543,8143.7476
1104,4314.93,1342.286
1105,23576.22,8578.905
1106,13816.287,13363.767
1107,5506.193,12499.313
1108,2344.9143,1249.6912
1109,43427.99,250245.6
1110,6182.694,14088.19
1111,13143.701,38915.207
1112,4979.7383,7738.038
1113,30322.186,66094.26
1114,32686.186,23600.281
1115,21494.879,121359.7
1116,3283.3118,2580.0747
1117,5890.389,10380.544
1118,5273.724,4745.9556
1119,5975.3438,13609.017
1120,68851.67,208158.28
1121,2912.1538,2214.4573
1122,2439.7874,1404.6974
1123,8967.941,681.5134
1124,8317.224,7783.5703
1125,8617.881,4200.106
1126,76637.68,209060.5
1127,4343.6284,6624.0938
1128,3405.0918,2172.7424
1129,15609.738,53558.33
1130,2887.3474,2200.15
1131,2997.2317,2530.9016
1132,2455.541,1215.612
1133,5576.6475,14646.177
1134,2044.5316,866.6301
1135,3722.2317,3844.7656
1136,3468.8684,3584.8857
1137,4340.8394,6534.936
1138,17272.084,24644.299
1139,2711.7876,1643.0681
1140,2533.6833,943.1728
1141,7038.5454,5735.451
1142,26128.258,152284.03
1143,12279.508,3462.434
1144,9656.297,22516.477
1145,20140.555,63196.156
1146,23409.463,82468.01
1147,36820.21,52646.527
1148,25115.258,104652.85
1149,2483.3933,1577.3418
1150,5198.0884,3383.6287
1151,9297.096,7882.291
1152,8928.48,793.2856
1153,4973.241,4406.1562
1154,2176.7837,940.5559
1155,4176.8364,5854.289
1156,8644.107,33125.438
1157,492058.34,7778158.0
1158,2822.7234,2186.3071
1159,10182.479,25936.982
1160,3252.957,2240.7075
1161,11994.098,17919.266
1162,12716.477,11143.14
1163,18352.258,91048.81
1164,2602.2615,1776.372
1165,3148.7534,2396.8367
1166,3721.3818,4272.9263
1167,6411.971,10008.106
1168,1553.7699,260.39377
1169,9312.083,23228.066
1170,5464.5576,12299.262
1171,2372.478,1080.8835
1172,42248.203,99585.39
1173,15657.096,976.27045
1174,9107.011,8065.4414
1175,56190.684,9881.763
1176,2802.8625,900.86346
1177,2350.9944,1275.7543
1178,2238.551,1122.5464
1179,1931.9854,724.4048
1180,4600.099,1240.7231
1181,12523.298,14373.097
1182,35317.336,50477.94
1183,3292.5063,2714.6638
1184,6375.52,4715.805
1185,4454.072,333.7553
1186,4770.2715,2724.5356
1187,15705.753,36171.086
1188,3519.94,3705.7188
1189,2780.9802,1989.0338
1190,21302.27,1063.6149
1191,2311.8354,1090.9285
1192,55403.47,449045.5
1193,24306.885,162778.3
1194,14903.617,7468.8804
1195,11068.308,1413.2258
1196,4135.9883,456.4644
1197,25043.992,100836.836
1198,39243.02,14411.891
1199,126594.57,922654.8
1200,2918.2385,2364.6826
1201,1751.0009,535.85944
1202,2435.3047,1416.1515
1203,2587.5615,1499.5057
1204,6058.646,13077.011
1205,36733.195,74939.7
1206,1632.2347,467.67538
1207,28785.146,79246.59
1208,2698.1333,1825.8298
1209,2665.4968,1829.8356
1210,12851.137,11460.225
1211,2833.2122,2129.6108
1212,4092.8423,2273.606
1213,7174.42,4816.289
1214,35387.242,11469.893
1215,2155.4055,987.7733
1216,64041.266,293732.03
1217,4399.3306,4600.978
1218,2071.1904,896.83545
1219,3143.938,2699.821
1220,15071.596,27094.275
1221,9342.898,861.1605
1222,20629.96,34995.91
1223,1993.5005,566.6576
1224,15155.578,20926.994
1225,19599.023,46853.242
1226,17034.184,12734.066
1227,5388.779,3133.1313
1228,61156.383,609935.0
1229,4931.2866,9006.32
1230,5252.4185,4245.872
1231,5128.212,10965.371
1232,2885.8865,1707.7705
1233,2367.1113,1407.6254
1234,2681.6829,1830.2144
1235,10788.2705,15415.302
1236,5272.8296,8891.608
1237,9333.199,13596.71
1238,3511.0737,3299.5596
1239,42223.95,10341.149
1240,11999.129,18816.113
1241,5686.6357,9470.896
1242,18188.29,5802.2515
1243,4534.3955,7223.473
1244,6256.3687,2117.274
1245,14402.052,44038.66
1246,14741.832,12497.557
1247,2189.525,1038.5121
1248,3115.8652,1457.7112
1249,12061.527,18635.965
1250,4856.9,8583.272
1251,10024.02,4473.5635
1252,4292.202,4425.9194
1253,28827.94,45081.254
1254,6189.0034,2479.3965
1255,7808.1187,11828.96
1256,13214.648,7956.7964
1257,7429.311,648.4526
1258,5029.03,3340.18
1259,8581.039,7390.475
1260,26225.805,185933.11
1261,4662.5674,6531.2417
1262,14541.1455,6292.274
1263,5097.3677,1349.5476
1264,5102.054,4835.5605
1265,4240.81,3162.8176
1266,28640.76,6162.1157
1267,8884.616,8209.337
1268,5435.312,2989.4985
1269,21497.758,12892.956
1270,1941.8296,734.33514
1271,3453.525,2386.615
1272,3821.857,2349.9724
1273,1792.2769,609.8148
1274,2708.4712,1937.5499
1275,29160.734,324.88736
1276,24847.066,8192.867
1277,158786.58,80265.445
1278,2685.049,1807.0629
1279,5106.7085,8825.751
1280,4079.9075,5425.227
1281,111335.88,498656.06
1282,7348.07,812.2664
1283,5929.6245,6054.852
1284,20332.367,33916.44
1285,7496.567,9213.782
1286,11713.79,23558.314
1287,7919.48,9738.644
1288,24011.312,9959.698
1289,21415.844,10965.106
1290,41940.348,226127.53
1291,23787.613,76118.586
1292,3875.9844,2309.6294
1293,4569.2744,6920.466
1294,19219.346,51675.93
1295,6085.9644,6299.3833
1296,82111.94,8593.626
1297,2504.875,1390.459
1298,29176.875,113458.67
1299,2105.4883,621.1022
1300,9238.778,16620.824
1301,3993.9163,5145.6597
1302,8265.974,6368.9185
1303,8812.0205,9039.305
1304,2650.4832,1533.1985
1305,3024.7952,2539.9753
1306,7512.7417,8230.243
1307,3024.267,2610.8857
1308,57010.8,66526.8
1309,8210.888,1878.6244
1310,14591.54,10629.46
1311,54569.133,15798.957
1312,11029.451,6760.9624
1313,15462.104,18983.117
1314,151020.42,1294689.0
1315,8769.832,32660.14
1316,13850.127,46683.582
1317,59042.91,299517.56
1318,3162.8801,518.6308
1319,3766.7214,3843.3452
1320,7171.9746,23496.473
1321,5815.31,15793.9795
1322,19798.174,75275.75
1323,2806.4177,2024.5535
1324,8419.098,497.2365
1325,29767.117,66402.74
1326,94278.766,81979.16
1327,9736.254,353.91418
1328,8288.426,14372.591
1329,2407.3823,1352.9436
1330,9476.3,38628.332
1331,16265.984,16110.87
1332,14946.157,2740.9946
1333,7445.8477,8063.179
1334,31003.398,7602.796
1335,57563.297,408878.88
1336,8314.069,24776.889
1337,36344.094,289608.66
1338,13595.918,61498.176
1339,2951.015,848.9509
1340,2364.2322,1302.7505
1341,6353.4766,19622.041
1342,3859.124,3165.0234
1343,24224.506,72911.79
1344,9054.04,2724.2783
1345,17828.482,5501.3555
1346,29306.809,5190.3013
1347,19412.018,30992.916
1348,5251.4526,8987.991
1349,2264.3857,1214.0748
1350,10869.524,3432.7007
1351,4632.3823,553.74457
1352,10589.086,5014.3496
1353,8580.639,33562.594
1354,4423.558,5953.2324
1355,2091.8977,932.0486
1356,30582.88,113611.875
1357,2778.5278,1881.2582
1358,5686.554,2648.178
1359,22191.328,58799.73
1360,3702.3188,3835.4875
1361,4334.0938,1172.5874
1362,3440.0525,1438.9755
1363,3175.7188,2793.926
1364,7423.787,4305.1743
1365,11054.159,29121.314
1366,1977.7317,619.6612
1367,5580.151,12787.827
1368,16545.137,25152.098
1369,12716.714,4714.775
1370,59275.97,84497.37
1371,1613.8772,377.59988
1372,8262.9795,28274.227
1373,3540.094,2364.8176
1374,9248.055,10104.863
1375,36905.33,58754.426
1376,4637.013,2829.1633
1377,28387.234,9996.037
1378,3503.1511,3699.1758
1379,4523.513,6284.817
1380,3601.3088,3962.2544
1381,10255.386,38861.62
1382,21582.805,3526.185
1383,2744.0088,2006.8737
1384,3375.6453,1604.8267
1385,2882.5312,2341.6313
1386,84381.94,708868.1
1387,615813.5,5074317.0
1388,30420.123,205710.86
1389,14777.5,77088.75
1390,5454.191,1975.248
1391,10386.381,31432.285
1392,23707.36,7916.5586
1393,14973.423,30525.248
1394,7134.2686,11159.117
1395,17248.111,19738.074
1396,16092.271,1601.3275
1397,6669.1606,17490.63
1398,7970.9966,4100.158
1399,7972.4233,9110.216
1400,7225.155,9314.011
1401,10163.848,43338.2
1402,11249.98,14892.837
1403,4971.3936,7301.8657
1404,11628.536,11074.969
1405,5611.8853,9562.139
1406,21285.344,5094.875
1407,3459.3618,1993.1108
1408,5459.4243,4506.579
1409,3061.8882,2625.4082
1410,17520.307,1650.1769
1411,38008.664,40432.44
1412,11730.161,35545.965
1413,8099.3447,30350.498
1414,4268.917,2214.41
1415,4427.0493,1767.5101
1416,2511.1384,1083.9783
1417,10171.06,3956.4421
1418,10108.836,2858.9343
1419,5202.905,9368.091
1420,6144.958,15562.917
1421,2671.038,1423.776
1422,12913.726,62818.09
1423,4873.3257,5868.1963
1424,8180.0903,6200.3486
1425,7398.302,15742.906
1426,2248.3027,481.5118
1427,33445.36,8774.021
1428,22895.03,8088.8804
1429,8147.1104,21693.086
1430,7186.885,22276.477
1431,20178.691,3564.4197
1432,2194.7864,1082.245
1433,103334.99,1420.8939
1434,8700.137,3784.5676
1435,3727.4011,1442.5435
1436,19235.602,100775.07
1437,6932.9233,22506.367
1438,1983.3823,510.69525
1439,11617.063,11470.963
1440,16596.553,49367.42
1441,4985.6357,4530.7056
1442,40705.805,231226.95
1443,7655.942,16954.324
1444,11531.323,11451.156
1445,3574.7764,1484.775
1446,2424.3984,1381.7296
1447,11846.193,54830.324
1448,43098.9,61518.098
1449,22513.61,133189.42
1450,2196.516,760.3021
1451,35183.73,221975.19
1452,6159.0312,7948.462
1453,7351.2695,25951.055
1454,5994.66,6204.581
1455,11501.028,12483.5
1456,7034.8022,5290.6187
1457,34655.832,12724.884
1458,13639.173,25035.525
1459,2594.1382,1553.485
1460,3578.892,3839.7896
1461,3167.7405,548.1121
1462,3110.6372,1692.268
1463,85585.51,881706.3
1464,29157.34,154418.98
1465,81107.49,710481.0
1466,7915.1333,6205.63
1467,2919.6663,1107.1473
1468,7415.559,12336.102
1469,14027.377,58471.523
1470,1950.7128,750.11163
1471,4163.7705,4660.0186
1472,13643.127,21303.885
1473,44852.465,8623.082
1474,28100.637,4045.6401
1475,18886.777,47993.6
1476,2343.9553,1258.1969
1477,266290.34,2167456.5
1478,17844.012,29733.896
1479,11703.596,11085.845
1480,3315.1162,1511.5496
1481,2698.197,1656.8269
1482,10413.317,26515.107
1483,3781.7952,4316.7144
1484,37528.344,4472.488
1485,2395.5002,1328.8488
1486,10844.968,8551.689
1487,6122.703,18049.531
1488,19829.959,98229.484
1489,5946.155,4489.733
1490,2654.5896,1896.874
1491,14762.629,21595.96
1492,63781.207,306044.8
1493,2418.3767,1151.7126
1494,35970.805,48179.977
1495,2936.9639,2312.7305
1496,40537.66,84888.29
1497,3119.4578,1639.1274
1498,14231.61,23790.146
1499,5867.3394,1260.8077
1500,19969.66,77421.85
1501,2828.3774,1485.3262
1502,12283.107,3496.1904
1503,22225.465,29097.889
1504,2067.796,388.9494
1505,28909.717,43541.76
1506,6239.466,1292.5663
1507,2653.8057,1133.5153
1508,55059.266,275716.4
1509,8479.253,5427.16
1510,9485.45,1806.4846
1511,2370.2751,357.63232
1512,7558.641,342.6593
1513,2696.8525,1180.9352
1514,9242.705,13485.205
1515,2327.2292,1182.548
1516,44473.55,143242.27
1517,18968.74,106076.23
1518,21800.725,118952.914
1519,2291.9917,262.82767
1520,4368.403,6469.055
1521,11370.285,24341.979
1522,12178.657,3120.2747
1523,18735.488,74010.16
1524,118956.305,1447670.8
1525,30973.559,67448.21
1526,9435.514,32396.07
1527,25427.545,105208.27
1528,22570.684,8482.94
1529,9547.919,4312.7583
1530,159715.9,1774318.4
1531,2367.578,606.8829
1532,12687.621,11670.861
1533,6210.9673,10247.698
1534,11182.851,30060.146
1535,3797.3398,4542.8623
1536,1706.4772,488.0734
1537,4334.76,5449.082
1538,12544.257,23739.787
1539,4559.915,5707.349
1540,8958.184,12358.796
1541,2426.674,1425.6328
1542,7232.8853,20341.01
1543,2987.825,1553.5472
1544,1964.172,486.6984
1545,12618.076,17866.89
1546,93532.49,797600.44
1547,11749.07,8623.797
1548,65809.97,14485.087
1549,5623.216,4183.723
1550,13146.399,13526.859
1551,2611.3027,1559.0409
1552,5452.4814,8866.924
1553,10417.537,4473.3594
1554,2609.0344,612.1765
1555,6738.762,5778.934
1556,3279.6277,3025.9377
1557,10175.415,40614.555
1558,15525.472,78072.15
1559,10104.553,42871.227
1560,12832.216,1467.7633
1561,17438.016,76680.94
1562,4665.1787,6295.857
1563,4016.2373,4629.6973
1564,15218.709,2296.091
1565,2059.5596,884.7722
1566,5920.0127,7512.5977
1567,13410.007,4199.7695
1568,33044.176,169690.55
1569,16099.058,4785.217
1570,4933.8457,4523.138
1571,12605.476,53821.89
1572,12300.518,54344.977
1573,6627.5127,19082.797
1574,8576.928,9892.391
1575,22317.336,6448.9536
1576,6221.7856,5232.5083
1577,4976.6772,2251.728
1578,3217.6536,1673.7644
1579,21701.52,2092.8728
1580,22048.475,47649.793
1581,24546.893,17926.861
1582,3577.0989,3942.7302
1583,17801.686,32325.611
1584,2129.5803,940.7635
1585,8500.04,23195.062
1586,8794.053,8268.084
1587,4440.5312,5387.3564
1588,45098.383,246619.48
1589,2867.9604,1335.7817
1590,16886.014,4026.8787
1591,3904.5488,4957.987
1592,6081.2085,8505.146
1593,16430.238,4423.6187
1594,4898.7944,9552.359
1595,8023.39,23356.268
1596,8547.957,32804.867
1597,40237.496,126885.55
1598,5365.4175,11278.5
1599,2879.572,2113.7725
1600,2832.027,2175.0588
1601,11382.026,27889.932
1602,5926.1587,3794.7869
1603,3594.6267,3717.837
1604,9809.019,27336.701
1605,20208.447,8138.13
1606,63025.0,603457.0
1607,15028.203,70242.9
1608,3025.378,2607.066
1609,26531.736,76101.37
1610,3174.0054,2834.1377
1611,3806.1367,4199.673
1612,3015.7686,2575.9548
1613,2592.1653,915.3083
1614,5093.2754,5714.3
1615,10116.386,13152.637
1616,3679.1965,3805.8506
1617,9449.79,24944.213
1618,11874.765,5114.629
1619,7143.3804,1955.3274
1620,4805.3633,8956.428
1621,14101.02,2864.0083
1622,6063.1343,702.5837
1623,3396.7256,3379.3462
1624,11566.308,15020.417
1625,41422.074,6099.7554
1626,5146.4985,3910.5466
1627,5118.5337,10872.747
1628,3607.649,768.858
1629,2490.6296,655.219
1630,4805.2285,8876.845
1631,18798.396,9886.505
1632,12972.16,1269.0992
1633,8439.51,2900.244
1634,39042.23,13226.058
1635,4609.3003,737.786
1636,48549.832,227427.02
1637,5217.902,11549.874
1638,4690.9297,6133.997
1639,24420.896,105489.695
1640,77926.38,375911.94
1641,6222.9844,6806.665
1642,7906.0093,20382.928
1643,6099.32,16109.685
1644,2286.5776,1152.4128
1645,8681.02,1088.0701
1646,138109.03,1030812.75
1647,15050.512,506.8999
1648,10886.222,9002.524
1649,11852.777,2679.2358
1650,35262.586,98661.41
1651,25813.768,66194.625
1652,10013.371,18901.152
1653,2781.4016,1990.0103
1654,1627.3014,445.13242
1655,23486.361,2026.8265
1656,10799.079,898.4212
1657,5955.364,6785.8086
1658,42194.52,17243.416
1659,8992.615,8084.1567
1660,10660.046,46492.836
1661,15594.903,68917.016
1662,14207.66,14614.805
1663,5732.253,14756.212
1664,13965.522,18316.729
1665,7099.492,5416.9
1666,7868.819,2313.9001
1667,2361.5315,1438.5933
1668,10008.82,31904.041
1669,2069.9355,895.782
1670,5395.629,2265.1182
1671,9659.939,795.0439
1672,83958.22,120096.47
1673,8431.155,32013.73
1674,23188.264,70143.02
1675,14444.667,48184.26
1676,3011.7878,2445.731
1677,3670.9023,4122.4526
1678,24884.004,29017.043
1679,2876.4783,2161.2363
1680,4905.73,7073.2715
1681,9545.34,7862.4756
1682,11029.584,5721.821
1683,4009.8835,3529.1597
1684,7216.295,7234.0806
1685,17338.586,8880.866
1686,3266.086,1037.978
1687,3222.66,2988.6108
1688,15643.194,83997.41
1689,7182.5024,6447.0596
1690,3888.147,609.4885
1691,10273.169,7620.823
1692,2132.5344,973.02155
1693,26093.625,6441.237
1694,10843.586,46544.066
1695,2310.1455,689.5357
1696,5379.805,8328.309
1697,2528.9946,705.45917
1698,5418.8213,13323.667
1699,5583.1167,483.2864
1700,12225.481,18406.482
1701,21825.729,5847.0527
1702,12014.461,52180.28
1703,8015.1094,7099.2505
1704,9059.708,14877.197
1705,10884.333,4580.1816
1706,2283.2974,1049.5209
1707,104139.12,4257.837
1708,4222.455,6154.009
1709,3194.6611,2829.9446
1710,5379.566,655.3816
1711,8866.578,7913.578
1712,2472.0288,1072.9567
1713,5408.384,13051.809
1714,2491.2915,1611.2258
1715,3998.7976,3531.154
1716,1684.7605,456.74487
1717,14862.797,5003.3203
1718,49905.26,152594.17
1719,8766.496,10723.06
1720,13900.37,41697.457
1721,20042.455,13510.71
1722,12142.954,16849.14
1723,5102.2085,10287.798
1724,3180.5952,1973.4976
1725,13469.667,64440.91
1726,22732.316,11173.277
1727,15236.314,77867.8
1728,9990.052,6545.8765
1729,3156.5261,1147.7709
1730,6809.1353,2257.155
1731,52622.027,83968.82
1732,2112.4626,613.7443
1733,2039.477,632.2603
1734,25432.068,25465.822
1735,7858.471,27361.625
1736,21897.45,104069.39
1737,7090.4517,15924.47
1738,4333.587,402.62863
1739,4181.2227,5272.3755
1740,4372.827,1668.569
1741,7749.265,10224.266
1742,12999.621,8464.119
1743,4930.962,6324.978
1744,5652.0884,9467.543
1745,3273.4778,2850.2354
1746,43882.953,275931.4
1747,3794.7764,4519.643
1748,4354.872,6153.063
1749,7494.049,26398.13
1750,3364.7607,2857.7324
1751,4928.553,8961.243
1752,7533.0815,7014.8066
1753,3197.1438,799.33276
1754,4666.2188,7119.471
1755,3697.5598,3113.3997
1756,4619.124,7965.511
1757,2403.0198,1440.2725
1758,2432.2156,1399.103
1759,2820.6616,2212.802
1760,22573.037,43724.96
1761,2563.0732,896.4973
1762,51308.727,68489.76
1763,48730.5,267466.25
1764,79534.336,669856.25
1765,6554.1216,19604.598
1766,5257.427,4775.5435
1767,17266.547,5231.8335
1768,11202.267,51013.26
1769,10024.195,10367.945
1770,24847.72,81842.37
1771,6492.337,19259.863
1772,3372.9814,2258.9958
1773,9556.319,18852.943
1774,277359.0,1667450.9
1775,2709.5583,1967.6234
1776,4856.356,6666.6274
1777,8642.6455,4682.023
1778,11623.265,5893.106
1779,4439.376,656.7484
1780,156329.78,1084474.1
1781,15858.777,5167.877
1782,6381.7773,7494.7153
1783,2451.4412,1528.1256
1784,13113.214,10286.126
1785,9193.446,7058.152
1786,25860.207,4837.552
1787,3773.3071,925.05835
1788,13976.905,67253.58
1789,18480.496,32423.47
1790,7742.0493,25822.271
1791,10904.919,44660.277
1792,12320.833,35376.598
1793,7943.9165,20894.965
1794,5493.9067,2695.963
1795,2831.943,1683.5262
1796,19896.234,25196.57
1797,4179.99,5751.257
1798,8399.786,13303.743
1799,7596.905,9372.818
1800,13566.006,56094.582
1801,1838.4618,645.8154
1802,28672.064,5741.575
1803,59101.023,448028.53
1804,3701.441,4230.769
1805,2462.8274,1455.6768
1806,4047.5837,4516.481
1807,4288.4785,2027.7625
1808,8364.161,1341.0486
1809,1794.9955,556.44543
1810,84187.14,10824.696
1811,3019.7166,1812.1313
1812,18698.97,36196.39
1813,5688.7715,7025.9136
1814,18724.959,87678.484
1815,66258.83,73246.695
1816,74344.07,804623.0
1817,3360.941,2651.2239
1818,40946.92,197180.17
1819,3306.4846,3119.504
1820,10864.597,18401.025
1821,2823.593,2056.9788
1822,4137.873,5701.781
1823,92832.086,8010.1914
1824,3404.0544,917.9371
1825,8865.138,4622.741
1826,11249.696,31512.697
1827,47735.04,345237.8
1828,17067.62,72464.7
1829,11892.366,17293.926
1830,39707.074,223680.9
1831,2401.5808,1045.6969
1832,11204.186,10444.152
1833,9391.406,38410.523
1834,7627.072,13871.691
1835,19965.43,119564.93
1836,3111.1768,2634.8093
1837,5628.435,12462.656
1838,31080.834,184607.84
1839,8531.474,31334.668
1840,14774.288,18196.799
1841,3114.3723,2628.2217
1842,6519.424,1834.5862
1843,6704.6367,17296.754
1844,15667.603,9659.266
1845,4351.8916,2104.855
1846,33577.156,149637.44
1847,26527.482,160133.28
1848,38984.746,44196.863
1849,225466.33,1078596.1
1850,5632.271,4164.182
1851,5593.916,2568.6697
1852,6649.0215,10736.785
1853,8132.592,9689.82
1854,4305.6943,4122.333
1855,1945.9114,742.9291
1856,1800.9266,585.3348
1857,8800.983,5318.3325
1858,9836.045,17209.842
1859,17868.244,62154.39
1860,39024.49,68299.32
1861,4919.2275,2598.3772
1862,4357.067,6547.206
1863,361281.78,4639381.0
1864,105804.05,1283141.2
1865,4129.7944,3125.9534
1866,2276.516,1110.2551
1867,5863.266,4758.0654
1868,5673.5107,9954.626
1869,17052.56,2752.039
1870,3428.9282,943.9451
1871,12994.783,723.0599
1872,6553.4917,5542.8535
1873,8327.91,14636.949
1874,3352.5637,3276.5288
1875,1929.182,710.2057
1876,9483.372,7313.6523
1877,11287.184,19805.152
1878,10373.194,9191.155
1879,2454.3105,1444.1885
1880,12856.754,4903.1343
1881,2345.2156,1357.5527
1882,3142.8008,2751.5964
1883,11376.1045,51474.0
1884,3894.032,3266.3386
1885,2370.5889,1311.9111
1886,14795.861,8821.537
1887,2472.785,1558.9125
1888,1839.7571,622.0177
1889,12804.981,5575.316
1890,12333.569,5372.043
1891,12480.02,2166.3633
1892,7140.8237,25094.723
1893,5560.4146,1879.8221
1894,6808.9897,7582.0684
1895,17281.701,11261.844
1896,4766.1646,6686.218
1897,6585.496,5490.985
1898,5538.744,12259.071
1899,2153.7544,991.29724
1900,3342.3738,3265.9658
1901,8875.368,22728.646
1902,11021.861,45355.707
1903,2028.7568,748.5587
1904,9679.798,32604.605
1905,5539.757,7437.8237
1906,4212.765,2028.0018
1907,30087.355,93514.836
1908,3482.5935,1761.4946
1909,4568.532,683.0157
1910,3456.6377,3559.7598
1911,2488.4565,1493.4232
1912,7388.9175,26169.285
1913,5552.188,14617.469
1914,4990.669,10080.617
1915,39777.414,2827.0781
1916,28194.742,84761.35
1917,4776.225,7876.326
1918,3215.9546,2935.3826
1919,19659.584,109877.03
1920,3784.7278,4564.4507
1921,36138.02,67875.305
1922,4642.387,1509.6943
1923,6970.3,6683.374
1924,6289.898,18992.998
1925,13806.278,19728.584
1926,152915.69,1319371.4
1927,9556.934,13066.691
1928,119765.3,754931.9
1929,3151.7073,2099.9175
1930,115755.31,919391.56
1931,2648.3232,1891.3059
1932,105887.375,13233.509
1933,6496.48,6023.039
1934,2742.9846,1922.1879
1935,41408.07,9013.745
1936,6765.336,2769.4758
1937,3729.9312,575.08057
1938,11909.235,24499.88
1939,11361.799,10742.0205
1940,5370.6543,11023.797
1941,5701.4272,15314.605
1942,14143.893,22444.55
1943,87488.85,405757.75
1944,3965.8582,3247.1921
1945,2859.716,2245.4473
1946,2481.9678,1540.0736
1947,2881.9473,1133.646
1948,4144.0864,5758.985
1949,3829.9033,4605.7163
1950,2827.9893,2065.4463
1951,3823.603,4624.749
1952,2707.667,893.5703
1953,32346.346,2402.8904
1954,10994.437,41831.723
1955,6039.339,3776.7515
1956,18280.846,1661.8115
1957,4991.3647,10116.342
1958,4935.6826,8750.134
1959,6800.4087,22902.95
1960,2214.9607,934.2914
1961,1832.3365,623.81476
1962,4463.883,2410.4834
1963,2212.2603,810.4322
1964,10393.91,10964.865
1965,34885.96,257135.75
1966,14027.932,41035.45
1967,10319.281,9793.296
1968,4117.669,5736.4336
1969,3549.6902,1063.459
1970,5612.5264,11771.047
1971,10526.27,311.40784
1972,9317.697,31983.445
1973,6345.8735,7225.337
1974,572402.3,2301424.0
1975,6148.4336,8431.679
1976,3001.9248,2535.9878
1977,2342.768,1237.7747
1978,62686.355,550583.0
1979,24134.27,40234.27
1980,5800.146,2007.028
1981,3549.7856,3800.4326
1982,4987.642,9315.35
1983,20331.363,6455.6694
1984,1773.8616,588.87146
1985,3262.2744,3057.3716
1986,32902.62,189650.12
1987,43367.664,271307.72
1988,8587.17,21899.83
1989,3413.9976,3399.673
1990,44366.742,104484.31
1991,12883.107,7132.2715
1992,39740.832,11051.659
1993,7190.196,6281.361
1994,2120.78,957.35895
1995,5910.706,15869.82
1996,5305.694,11093.468
1997,4147.022,2361.766
1998,4364.8716,6721.759
1999,3258.841,3017.6748
