,GDP,TAXES
1115,16525.402,1089.0884
1116,22305.773,1500.559
1117,27372.473,1909.1997
1118,50176.734,964.8719
1119,39678.88,3211.4045
1120,22138.787,956.5888
1121,47230.75,2090.9653
1122,273388.62,16193.192
1123,1235598.8,416244.06
1124,111729.7,15376.693
1125,52403.91,5150.2944
1126,9258.845,366.7184
1127,1473775.4,32954.324
1128,23781.738,1593.4973
1129,86946.17,14051.748
1130,59349.816,3281.3982
1131,1787774.1,222747.89
1132,12545.662,177.13004
1133,28499.318,2123.9434
1134,124205.555,21962.22
1135,121380.625,10421.4375
1136,40526.223,1188.6217
1137,331214.38,11017.783
1138,11727.032,525.9964
1139,96331.64,20975.715
1140,43222.535,3795.6328
1141,854576.2,668089.75
1142,160976.44,24454.488
1143,51575.26,1958.4094
1144,1559144.5,166604.9
1145,34149.16,1974.9856
1146,125840.14,26914.924
1147,1129272.5,235534.27
1148,16976.396,782.45966
1149,79730.27,13130.358
1150,155965.12,20340.965
1151,43631.973,3654.1238
1152,63684.363,7221.1733
1153,10595.018,602.9497
1154,42142.574,2509.4653
1155,20466.35,1673.8507
1156,88300.74,16011.588
1157,135760.64,26504.57
1158,151281.47,67595.59
1159,41092.21,4825.9497
1160,202678.42,45811.45
1161,2356297.0,117060.25
1162,92152.49,12870.567
1163,149574.69,35056.098
1164,64764.85,8374.638
1165,35849.918,2867.065
1166,392499.56,20715.191
1167,30507.322,265.27234
1168,123440.95,10104.541
1169,165376.19,11596.432
1170,164199.6,9762.034
1171,90634.89,12416.806
1172,175974.61,11363.57
1173,117464.78,21084.678
1174,14794.578,1313.2168
1175,12214.653,1009.122
1176,55297.965,6256.4067
1177,36150.914,1903.354
1178,18940.75,1323.9773
1179,150398.08,16602.951
1180,166093.14,23381.104
1181,205349.34,37566.52
1182,38763.438,3126.3257
1183,3108858.2,272544.66
1184,38125.61,3093.429
1185,211440.03,15408.905
1186,162965.34,72753.29
1187,234923.72,25710.188
1188,38049.71,2538.2637
1189,53480.82,5792.236
1190,287230.78,5609.6616
1191,80315.96,16976.043
1192,24208.818,1683.7952
1193,15720.469,930.3049
1194,12859.098,851.64667
1195,82987.66,9852.528
1196,1484893.2,191349.77
1197,22336.21,433.6145
1198,31481.64,1654.9479
1199,68839.5,6577.6772
1200,610608.44,38472.36
1201,22256.38,783.7231
1202,12160.232,748.6795
1203,74862.24,4544.6655
1204,70923.71,4922.421
1205,104544.78,8985.707
1206,143218.36,36562.668
1207,119453.13,25478.742
1208,31503.53,2527.59
1209,58347.62,7657.783
1210,15912.917,1410.8523
1211,16755.24,924.3299
1212,100924.664,14850.399
1213,101626.87,12433.395
1214,29931.639,1057.6404
1215,1109563.6,264406.56
1216,73951.586,11730.844
1217,28823.098,2422.4028
1218,103768.29,9939.778
1219,24488.504,1945.3079
1220,570610.9,16781.512
1221,22406.14,993.75024
1222,27632.828,2218.9111
1223,18215.648,697.75055
1224,56832.367,4779.9155
1225,547313.8,147433.05
1226,188762.88,44953.93
1227,29525.205,2322.8218
1228,107916.234,23438.139
1229,61808.004,1304.7452
1230,86712.89,20575.627
1231,53594.973,3156.587
1232,14608.451,685.685
1233,71526.88,9621.948
1234,53848.43,4096.6255
1235,14486.582,645.8668
1236,279224.1,175908.36
1237,7208776.0,1427643.2
1238,50461.43,4014.6304
1239,106955.92,13547.326
1240,32649.924,2435.187
1241,135176.25,43277.715
1242,17146.527,273.83444
1243,13461.58,1138.3389
1244,167901.19,1778.623
1245,100260.99,3383.6714
1246,116430.75,17423.547
1247,35925.613,2886.5266
1248,46750.008,3986.2212
1249,42053.41,4230.6646
1250,53678.953,4413.419
1251,68081.82,5694.8677
1252,60516.684,8316.973
1253,543704.0,23336.838
1254,53403.543,4810.748
1255,32391.695,2760.784
1256,43650.707,3037.3699
1257,25956.012,2058.897
1258,74798.56,10635.075
1259,86008.28,3911.3347
1260,504381.1,57469.08
1261,155156.9,20195.848
1262,34761.547,1862.3048
1263,121000.33,10439.44
1264,98837.92,28028.871
1265,25193.832,767.28314
1266,58002.51,1831.516
1267,23715.977,1822.07
1268,12234.706,707.7921
1269,119833.56,19731.379
1270,7761.672,404.06992
1271,454094.72,10896.457
1272,251947.17,136804.47
1273,116850.04,27382.062
1274,1501710.2,10531.808
1275,90925.14,23540.19
1276,171003.33,20105.777
1277,35027.82,2798.9907
1278,1557267.6,856594.94
1279,204940.53,96687.78
1280,75297.08,6194.6357
1281,21542.557,1603.2926
1282,15726.908,612.31134
1283,61528.434,8291.266
1284,134808.08,8186.025
1285,82074.53,15510.648
1286,24679.717,2036.3009
1287,30769.678,2436.7195
1288,43318.883,1805.6349
1289,67279.73,7339.1562
1290,37099.812,3898.6628
1291,12207.025,990.1502
1292,75928.86,8517.056
1293,228308.92,116521.04
1294,46586.094,3913.7017
1295,39961.707,3114.8955
1296,96620.92,20295.1
1297,64164.855,3520.7092
1298,37154.883,2952.7327
1299,85733.92,8453.234
1300,36326.1,633.4572
1301,242174.33,74159.414
1302,39786.367,2983.4536
1303,58900.785,3867.7456
1304,39846.918,4225.6763
1305,15224.676,1180.6752
1306,19083.426,1201.148
1307,53053.996,3700.3904
1308,190666.7,28937.027
1309,24712.31,2119.0798
1310,97393.54,14375.9375
1311,14121.6875,997.0339
1312,125909.24,16331.051
1313,45052.504,3835.1255
1314,90860.37,20439.133
1315,91512.14,13404.531
1316,873947.6,10317.038
1317,660771.3,243079.8
1318,19936.887,1166.1415
1319,115771.71,18062.496
1320,243643.6,72642.984
1321,36784.09,2976.978
1322,63634.316,8509.929
1323,66138.32,10208.314
1324,33102.895,2534.2898
1325,252808.12,91602.914
1326,160445.31,52221.145
1327,24744.701,1726.5466
1328,52428.773,5601.537
1329,310649.72,45642.707
1330,105477.766,26215.037
1331,276524.94,51937.645
1332,27512.398,2445.065
1333,30255.441,1572.4319
1334,117433.445,42639.98
1335,32768.797,3045.3677
1336,875306.44,241608.1
1337,39037.43,3205.5498
1338,1436667.5,322059.4
1339,75891.516,14334.312
1340,123816.68,9629.553
1341,12570.343,1038.2977
1342,14274.724,710.8579
1343,32832.613,3304.3796
1344,114052.445,38772.59
1345,1640316.6,199413.53
1346,13673.584,806.4848
1347,153544.4,11744.247
1348,33727.574,2842.6768
1349,55480.96,412.1043
1350,39646.566,2125.636
1351,36285.445,1365.292
1352,49108.63,3173.1814
1353,19433.002,586.3569
1354,55753.86,7536.494
1355,21444.01,1470.4409
1356,48066.69,4684.6274
1357,82880.664,6431.961
1358,10543539.0,1883436.5
1359,84040.76,7712.842
1360,243084.6,90625.64
1361,18682.326,1335.8749
1362,50128.72,3962.5764
1363,21824.555,1696.1315
1364,103824.695,28973.174
1365,468726.4,18546.273
1366,760404.8,45407.027
1367,24343.102,1932.8308
1368,18320.006,1237.2815
1369,86088.21,11016.683
1370,27100.195,1504.5266
1371,114097.41,14528.474
1372,606785.6,371596.97
1373,45680.355,2087.678
1374,4383956.0,661605.44
1375,52148.266,6932.436
1376,663442.2,53241.312
1377,178062.78,944.6631
1378,79822.68,8799.723
1379,122155.66,40636.766
1380,88322.65,15584.615
1381,49152.27,6207.5244
1382,77352.01,13269.111
1383,9366.784,454.36554
1384,80074.26,13882.372
1385,24572.375,1968.9287
1386,17890.977,1281.2583
1387,29137.498,523.6353
1388,34750.17,765.20636
1389,98576.19,13620.407
1390,477226.75,76468.31
1391,34774.332,3184.5352
1392,786517.8,54941.15
1393,37693.61,3095.2617
1394,25417.691,2215.2195
1395,125767.76,13150.528
1396,103732.06,6609.404
1397,62546.793,5381.97
1398,1977796.9,287177.8
1399,46559.758,3987.2388
1400,79420.55,4518.4277
1401,35891.156,2850.2275
1402,33495.3,2694.5083
1403,189314.97,43314.605
1404,25363.943,1938.8342
1405,1936025.2,207118.25
1406,137974.14,19771.562
1407,33377.164,3345.0996
1408,24339.467,1437.0067
1409,685794.56,86434.76
1410,978353.25,78405.27
1411,288947.38,13303.685
1412,30484.688,2525.1074
1413,18454.744,1457.7969
1414,54707.89,3371.6448
1415,94798.8,15953.275
1416,102664.6,11196.844
1417,127331.016,50688.266
1418,26968.643,2007.4995
1419,157902.0,65904.33
1420,42043.395,2927.5725
1421,21126.854,835.02
1422,3978982.0,480160.03
1423,54162.52,4489.1733
1424,100602.39,1495.7764
1425,1904530.9,35063.527
1426,922595.06,79739.12
1427,737590.8,168236.48
1428,171467.9,36509.996
1429,56523.21,4727.075
1430,35802.164,3098.5498
1431,14502.623,1259.5404
1432,7309.1606,341.14288
1433,22218.586,1782.2502
1434,247679.69,73909.54
1435,31705.137,2892.607
1436,139432.77,43305.855
1437,5605.647,216.24457
1438,113829.26,7459.3574
1439,13292.033,1105.05
1440,139949.48,12279.602
1441,116146.28,292.65683
1442,62499.152,9053.041
1443,16003116.0,3422314.2
1444,52524.418,2323.202
1445,24173.016,1423.9011
1446,106349.46,7034.4507
1447,1663623.5,238931.02
1448,58610.68,6332.451
1449,20579.873,1551.7045
1450,44310.902,3826.7488
1451,26140.338,2071.9468
1452,24469.584,1947.4065
1453,42165.992,4947.967
1454,308797.03,4950.146
1455,2770665.0,19792.088
1456,111367.055,9452.576
1457,41201.27,772.7548
1458,22708.916,218.18756
1459,64749.777,9344.222
1460,34655.6,1565.0608
1461,833788.3,135585.16
1462,22665.324,663.89215
1463,24780.182,1384.3073
1464,80429.35,10201.771
1465,48814.47,2053.7314
1466,186572.98,33480.742
1467,23216.617,1857.9363
1468,48136.934,4601.7686
1469,16821.008,1103.9222
1470,51675.76,5783.793
1471,66817.34,3970.1145
1472,19867.834,591.8486
1473,182728.19,86566.3
1474,491210.88,102550.7
1475,1612573.5,370311.16
1476,116273.36,35123.945
1477,37899.734,3101.5894
1478,108909.555,9009.6
1479,18557.457,1469.7743
1480,62888.688,5405.4663
1481,37774.895,1059.1697
1482,112371.164,9801.095
1483,54371.297,6812.2725
1484,187207.45,7460.3154
1485,19285.277,847.2669
1486,50314.324,5601.4604
1487,27044.521,2196.1702
1488,66908.81,5979.544
1489,72232.03,6432.812
1490,224991.28,46959.023
1491,167246.94,84384.26
1492,161946.86,12152.197
1493,88582.54,7815.808
1494,99419.23,8909.492
1495,45402.293,3914.69
1496,741074.06,18748.227
1497,69178.414,6179.073
1498,3094140.5,548994.8
1499,35692.465,2219.7615
1500,92375.16,7993.6216
1501,36240.53,2989.6772
1502,82006.7,12275.666
1503,1242167.4,201507.73
1504,9711.953,620.41345
1505,56866.074,1932.1412
1506,13837.724,892.2977
1507,165857.88,7819.0054
1508,1001046.9,231609.11
1509,51621.434,6554.1973
1510,44688.04,2721.465
1511,28775.033,2628.9102
1512,19936.383,1165.6927
1513,57099.125,2364.5347
1514,67840.95,10287.132
1515,53914.746,2135.2405
1516,121135.914,29820.602
1517,1074804.9,148214.05
1518,490814.1,68124.59
1519,162178.53,12916.406
1520,89838.625,13323.447
1521,45479.926,4011.176
1522,41489.258,1237.0532
1523,950212.8,258341.27
1524,1197045.6,387918.38
1525,127611.49,22347.766
1526,959960.94,424932.28
1527,103309.125,15744.98
1528,49473.883,5402.927
1529,829324.56,212194.94
1530,64889.13,7254.4346
1531,158265.11,13209.165
1532,64766.56,8390.661
1533,66970.26,4920.367
1534,550979.7,44229.0
1535,33602.12,2941.13
1536,253896.88,12271.649
1537,27259.703,1211.1371
1538,147943.67,27407.387
1539,264940.97,12837.316
1540,124513.586,10036.022
1541,47783.125,3713.953
1542,698325.7,129754.37
1543,1289771.4,591732.9
1544,2056605.0,101669.17
1545,79089.266,2164.1487
1546,781928.44,258196.36
1547,46809.383,3751.053
1548,49226.26,3336.3093
1549,30397.053,2924.238
1550,991828.5,419948.6
1551,49984.008,4312.1597
1552,14782.4,502.91345
1553,35174.926,3021.6052
1554,294719.9,53750.195
1555,32434.08,2690.0654
1556,99270.01,15336.783
1557,214670.72,44941.64
1558,159730.28,4644.661
1559,69297.99,3071.2788
1560,15954.7295,869.49225
1561,61297.895,8766.472
1562,88885.336,19500.072
1563,2563616.5,66659.8
1564,136066.11,5752.76
1565,91864.18,19577.043
1566,72617.305,6208.8604
1567,113387.94,37069.926
1568,68653.21,10004.074
1569,31532.736,2466.0513
1570,50867.28,4309.3057
1571,66638.94,8864.67
1572,26934.611,2118.118
1573,31263.807,2590.4639
1574,68402.734,4311.8804
1575,27515.299,1766.2811
1576,16982.754,1223.9927
1577,266738.94,167310.48
1578,102912.77,16073.96
1579,8143559.5,106771.83
1580,71221.02,6518.6616
1581,527809.2,37318.01
1582,1425051.4,328517.6
1583,58590.22,3756.194
1584,68608.45,6921.731
1585,34165.625,3159.156
1586,20220.188,1661.5598
1587,3125659.8,705169.94
1588,135645.77,36446.273
1589,158549.3,17368.633
1590,17436.541,1038.9237
1591,65749.01,9838.935
1592,231919.56,100017.24
1593,33990.48,2799.3826
1594,46689.17,3948.7563
1595,50796.848,3537.219
1596,26323.805,1815.5847
1597,151334.97,70842.305
1598,27127.764,1404.8022
1599,58921.81,7982.654
1600,28043.092,2268.3362
1601,78798.29,12737.171
1602,3280749.8,61133.69
1603,59096.61,5905.9346
1604,75084.99,10001.987
1605,132701.89,12023.593
1606,100181.766,23642.945
1607,17792.129,1517.8201
1608,444264.06,65380.363
1609,75571.055,13099.342
1610,95424.95,6594.5405
1611,233264.36,25562.412
1612,168829.73,27970.338
1613,307997.25,206766.53
1614,61063.793,2306.7266
1615,9631.218,505.99408
1616,48660.41,663.70483
1617,2968506.5,106381.34
1618,94672.52,7752.4355
1619,3017857.0,94579.74
1620,51132.31,4110.999
1621,70184.234,8679.871
1622,79154.51,16170.077
1623,172791.6,35164.81
1624,97289.766,13079.352
1625,77182.17,4850.2227
1626,101323.71,20872.518
1627,82259.56,1199.7272
1628,60841.74,5005.296
1629,67878.805,10296.906
1630,35737.72,2158.47
1631,102697.63,15439.863
1632,13033.249,667.3295
1633,1030881.8,34556.812
1634,143394.28,13920.362
1635,178790.77,68780.34
1636,16398.52,1232.5082
1637,37468.85,2989.5986
1638,32201.945,1612.6134
1639,58434.363,6225.537
1640,139040.48,54126.55
1641,87415.11,14892.592
1642,29409.021,2689.364
1643,26922.992,2121.1736
1644,439178.0,41560.246
1645,46246.58,4915.041
1646,145216.17,9413.763
1647,28374.709,518.78314
1648,106886.31,24999.049
1649,385209.25,299666.6
1650,12962.465,748.07886
1651,15996.581,680.9588
1652,79048.9,14202.17
1653,8180652.0,322626.75
1654,115935.29,15551.0625
1655,29606.814,2424.5288
1656,104381.57,12837.881
1657,120361.01,33538.504
1658,366566.84,11090.8125
1659,36026.535,2782.7363
1660,58327.574,1527.2701
1661,78322.336,9380.174
1662,60232.242,4891.9736
1663,361546.06,26177.36
1664,16882.79,670.40845
1665,61537.62,4379.571
1666,12925.216,767.21783
1667,5587066.0,243289.39
1668,4878559.0,618458.8
1669,522987.78,42599.363
1670,36635.76,3968.831
1671,47078.02,3464.6187
1672,165126.7,7100.8135
1673,47644.926,4488.636
1674,119168.34,40998.07
1675,19524.58,1206.3971
1676,37026.684,3730.9265
1677,18921.98,1535.1078
1678,88541.99,3666.993
1679,123912.97,6352.3496
1680,11683.913,432.89954
1681,60216.24,4793.628
1682,53997.92,2618.7449
1683,18526694.0,2814028.0
1684,30544.39,2772.5276
1685,130286.99,1436.1731
1686,136451.05,16785.068
1687,992510.44,22865.01
1688,114495.22,6233.4404
1689,44296.457,3738.539
1690,14384.321,1104.2234
1691,259035.72,4520.514
1692,55199.816,7424.655
1693,18610.1,1108.1628
1694,257722.23,14800.606
1695,27709.389,2244.6067
1696,106799.62,1388.9828
1697,15219.11,566.0563
1698,16083.157,486.3015
1699,74326.445,1789.5977
1700,79447.67,14662.942
1701,63322.496,8101.8794
1702,36287.715,1986.285
1703,74079.016,12013.801
1704,58474.54,6949.873
1705,63875.047,6045.811
1706,86292.14,2282.8774
1707,65133.89,4552.924
1708,7992.0024,352.13083
1709,13212.196,629.3224
1710,161495.67,26171.354
1711,25159.361,1696.3411
1712,59413.71,1338.7874
1713,48593.67,692.7308
1714,110738.99,23542.154
1715,2399136.5,328572.44
1716,23452.785,1646.6566
1717,201956.27,115668.54
1718,31144.682,2618.2432
1719,96876.08,14730.474
1720,104508.06,8766.044
1721,168695.03,27991.598
1722,62907.336,5200.7
1723,935159.6,257386.28
1724,74962.75,2027.0168
1725,59499.23,7673.703
1726,237310.58,52089.207
1727,69147.43,10316.348
1728,24834.166,1927.3962
1729,1561964.8,363384.7
1730,22211.39,1503.8751
1731,185085.19,32635.658
1732,21367.39,1404.18
1733,3525422.5,168146.92
1734,46306.836,4418.75
1735,131431.1,24137.291
1736,1981716.0,646093.1
1737,55261.914,3680.0813
1738,100633.766,7742.4062
1739,93257.375,4253.195
1740,11729.634,922.4755
1741,11813.203,594.8156
1742,30959.348,1842.1655
1743,68333.0,5958.86
1744,95500.836,25325.764
1745,79382.36,6743.84
1746,5780.3237,233.8914
1747,31967.611,2650.9358
1748,32196.572,3055.093
1749,2934051.8,899846.25
1750,67301.59,6808.7954
1751,84412.15,5711.5806
1752,45816.43,5383.779
1753,48262.145,4206.9805
1754,25969.098,1689.7911
1755,17472.34,1343.0459
1756,49631.77,4215.331
1757,91731.74,13564.695
1758,55863.055,1393.4951
1759,70361.54,9538.279
1760,124094.46,28615.393
1761,21908.922,1774.6865
1762,64127.035,3873.6062
1763,37655.72,1758.8219
1764,346605.88,52730.875
1765,101990.38,25386.762
1766,70448.35,2813.2944
1767,64962.34,9009.327
1768,10554.763,389.09015
1769,141449.8,25687.389
1770,184282.0,83094.24
1771,42071.93,4597.148
1772,126025.28,30558.244
1773,90341.805,20218.988
1774,50266.45,6249.03
1775,3847865.2,176795.75
1776,39842.062,2406.7202
1777,1640291.4,932640.25
1778,29810.748,2521.1985
1779,82711.85,17001.598
1780,49455.254,5843.744
1781,4336814.0,883949.25
1782,67390.1,6705.211
1783,101372.23,8952.707
1784,71457.1,11610.893
1785,58442.832,2388.602
1786,30002.445,2408.3235
1787,33418.16,2625.6128
1788,183364.67,32366.17
1789,110020.445,11081.3545
1790,71899.16,5594.948
1791,19280.809,1079.0515
1792,77226.164,4827.884
1793,25836.764,2038.7773
1794,96671.43,23186.277
1795,90792.66,17095.096
1796,83189.73,6588.537
1797,21665.666,1337.6215
1798,114898.83,17821.887
1799,29333.69,2761.2478
1800,16149.336,1397.402
1801,36796.45,3686.7969
1802,28548.707,2377.2576
1803,29473.35,2332.8203
1804,26927.81,2302.9849
1805,69619.59,8729.675
1806,72063.23,5210.3965
1807,336035.62,26393.783
1808,77432.23,13716.664
1809,123029.89,27453.045
1810,66156.625,6088.4272
1811,47487.152,3792.3398
1812,72008.414,10061.841
1813,1028743.6,86921.07
1814,110730.36,6427.3726
1815,52209.105,5959.7397
1816,223816.77,65008.43
1817,11642.857,409.21234
1818,12468.09,948.74915
1819,145114.31,10432.257
1820,43248.027,4293.7295
1821,16681.668,656.17395
1822,97613.54,21810.518
1823,419449.53,86705.65
1824,23446.684,1687.4115
1825,6149878.5,375456.56
1826,72399.805,11115.315
1827,144478.88,11785.971
1828,1023313.75,267894.47
1829,13336.195,1002.7255
1830,13883.927,684.7942
1831,126061.4,13579.94
1832,391312.8,75197.94
1833,41643.332,4296.0493
1834,252238.08,4764.8433
1835,448938.03,42398.996
1836,98040.38,12431.579
1837,39346.69,3274.6282
1838,79041.26,10082.321
1839,131443.5,47200.94
1840,923787.06,49996.47
1841,165417.77,23069.24
1842,22676.477,1819.1285
1843,78903.914,13858.401
1844,62454.29,4532.3027
1845,16605.047,1263.3755
1846,36334.64,984.035
1847,33896.34,606.9362
1848,12792.32,1084.7361
1849,9771.182,505.086
1850,44602.844,4123.116
1851,120914.41,18007.15
1852,42932.746,3859.1768
1853,50386.742,1855.6316
1854,20785.363,1128.6471
1855,75166.57,11673.565
1856,42337.5,444.6813
1857,43163.54,3454.6228
1858,95748.09,9146.96
1859,2919267.2,1101721.5
1860,97154.516,7334.2705
1861,377828.6,1338.2819
1862,46956.45,1743.9192
1863,68013.164,6418.7476
1864,41565.035,4715.8335
1865,91522.69,8288.749
1866,57667.93,7299.8374
1867,18152.418,1246.707
1868,22642.64,1051.0771
1869,121971.38,25264.025
1870,527766.3,290834.2
1871,45316.285,3158.6497
1872,90160.46,12251.792
1873,26260.064,2113.6702
1874,22303.373,1782.6104
1875,41518.51,4410.5923
1876,71696.086,10267.013
1877,10811.322,603.8795
1878,65265.895,9955.358
1879,15489.154,1118.2832
1880,20197.0,1647.4098
1881,8491.458,430.01007
1882,159828.34,23285.137
1883,80996.25,8926.735
1884,37051.45,1202.3164
1885,78070.0,3586.4111
1886,50666.73,5968.115
1887,102564.22,10854.652
1888,92799.58,18353.588
1889,139250.7,18393.512
1890,72424.93,4541.5005
1891,53461.035,4569.32
1892,121964.016,16499.26
1893,1079476.4,192527.6
1894,30910.2,2497.7676
1895,83214.76,12245.108
1896,183779.88,34149.65
1897,25218.047,1490.0558
1898,1601417.2,234101.31
1899,1216337.0,102108.484
1900,10437.71,632.1073
1901,50608.688,2454.5923
1902,133853.1,20183.102
1903,1153202.0,80906.57
1904,32659.066,2878.4924
1905,80818.76,8432.067
1906,33909.22,1621.0483
1907,59331.836,7295.2427
1908,139208.52,17560.693
1909,55000.355,6404.369
1910,27979.705,1759.1694
1911,274239.12,145238.33
1912,83689.29,5571.5493
1913,38786.13,654.06177
1914,39682.406,2117.8704
1915,84519.54,10495.284
1916,277102.1,161182.3
1917,13188.6875,532.25354
1918,9892.249,528.31104
1919,170411.06,43821.516
1920,80806.25,7264.597
1921,76163.23,6982.5747
1922,11180.947,693.069
1923,644389.3,59329.227
1924,1451986.2,472973.84
1925,572952.5,75080.29
1926,109242.13,24622.42
1927,692268.9,21269.387
1928,51278.15,663.76605
1929,31441.848,2597.3218
1930,54669.645,7332.4067
1931,1369902.5,389014.97
1932,236312.4,95826.87
1933,15264.327,1188.608
1934,49407.06,5951.102
1935,1010778.1,677578.06
1936,53493.855,2507.58
1937,118022.22,5665.689
1938,42795.6,3895.4814
1939,24941.912,1563.7399
1940,67351.05,7776.053
1941,77681.3,6249.109
1942,833781.0,123104.75
1943,109003.23,8489.98
1944,80437.66,14820.104
1945,59434.46,5686.7544
1946,18538.781,811.14526
1947,1341044.9,128799.11
1948,24804.545,1017.0579
1949,1180059.0,138324.38
1950,21651.492,1359.9076
1951,46663.7,3693.9624
1952,9513.0,416.43515
1953,124566.37,42792.973
1954,137470.6,44217.395
1955,27349.701,1657.7395
1956,84782.664,17527.58
1957,59912.88,4791.7256
1958,14042.91,793.9796
1959,34081.027,3057.741
1960,37183.492,2281.1523
1961,111970.9,10783.154
1962,28156.104,348.45786
1963,17058.422,280.63528
1964,13274.983,500.9832
1965,116677.734,5687.5254
1966,99800.26,3999.9722
1967,119758.85,17084.38
1968,63696.32,1424.8026
1969,27665.219,2557.6702
1970,6033.3047,233.88576
1971,12505.737,664.43396
1972,27746.5,1905.3173
1973,127985.3,26178.395
1974,546877.75,39924.168
1975,15286.902,618.1808
1976,2359872.8,268378.16
1977,58629.926,7459.6113
1978,790198.25,412902.56
1979,33206.496,2477.6958
1980,17368.672,919.2386
1981,69925.72,2936.4207
1982,119481.86,24446.328
1983,18246.154,1547.3135
1984,27178.625,1661.6345
1985,23862.428,1198.7837
1986,21428.758,1744.5321
1987,618078.7,154476.12
1988,20523.957,1286.4244
1989,135289.39,20255.184
1990,60281.73,4947.122
1991,36999.863,1171.7231
1992,11911.798,682.585
1993,48604.984,5409.0015
1994,46765.72,5226.7666
1995,4456119.0,248451.56
1996,9408.947,584.2721
1997,52767.883,1381.9791
1998,1856293.9,407679.75
1999,36231.5,2950.4546
